ATDNNR,Country,Subdivision,Site,PlotCode,Altitude,Latitude,Longitude,PlotSize,PlotType,DBHmin,Owner/contact
243,Brazil,Amazonas,Ducke LO9T500,LO9T500,,-2.99,-59.92,0.5,single,10,"Bill Magnusson, Carolina Castilho"
244,Brazil,Amazonas,Ducke LO9T5500,LO9T5500,,-2.99,-59.91,0.5,single,10,"Bill Magnusson, Carolina Castilho"
245,Brazil,Amazonas,Ducke LO9T6500,LO9T6500,,-2.99,-59.9,0.5,single,10,"Bill Magnusson, Carolina Castilho"
246,Brazil,Amazonas,Ducke LO9T7500,LO9T7500,,-2.99,-59.89,0.5,single,10,"Bill Magnusson, Carolina Castilho"
249,Brazil,Amazonas,Reserva Campinarana C,RCAMP_02,,-2.58,-60.03,1,single,10,Cid Ferreira
250,Brazil,Amazonas,Reserva Campinarana TF,RCAMP_01,,-2.58,-60.03,1,single,10,Cid Ferreira
251,Brazil,Amazonas,Team Ducke sede,DUCKE_SEDE,,-2.93,-59.96,1,single,10,Iêda Amaral
252,Brazil,Amazonas,Team Ducke Ipiranga,DUCKE_IPI,,-3,-59.89,1,single,10,Iêda Amaral
253,Brazil,Amazonas,Team ZF3 Cabo Frio,ZF3_CF,,-2.38,-59.86,1,single,10,Iêda Amaral
254,Brazil,Amazonas,Team ZF3 Km37,ZF3_KM37,,-2.45,-59.78,1,single,10,Iêda Amaral
255,Brazil,Amazonas,"Tefé, l.Teiú, Mamirauá",TEFE_IT,,-2.95,-64.92,2,single,10,Samuel Almeida
256,Brazil,Amazonas,ZF2 Baixio,ZF2_BAIXIO,,-2.6,-60.21,1,single,10,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
257,Brazil,Amazonas,ZF2 Plato,ZF2_PLATO,,-2.6,-60.21,1,single,10,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
258,Brazil,Amazonas,ZF2 Vertente,ZF2_VERT,,-2.6,-60.21,1,single,10,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
260,Brazil,Pará,"Afuá, i.Cajúuna-Marajó",AFUA_C,,-0.08,-50.33,1,single,10,Samuel Almeida
261,Brazil,Pará,"Afuá, r.Urucu-Marajó",AFUA_U,,-0.1,-50.45,1,single,10,Samuel Almeida
262,Brazil,Pará,Anajás-Marajó,ANAJ_M,,-0.97,-49.93,1,single,10,Samuel Almeida
263,Brazil,Pará,Baixo r. Xingu,XIN_B01,,-2.63,-51.93,1,single,10,Samuel Almeida
264,Brazil,Pará,Barcarena,BACAR_01,,-1.43,-48.65,1,single,10,Samuel Almeida
265,Brazil,Pará,"Belém, r.Guamá1",BEL_GUA1,,-1.43,-48.35,1,single,10,Samuel Almeida
266,Brazil,Pará,Caxiuana (igapó do Rio Curuá),CAX_IG,,-1.74,-51.44,-99,pcq,10,Leandro Ferreira
267,Brazil,Pará,Caxiuana (várzea da Baia de Caxiuanã)),CAX_VAR,,-1.78,-51.43,-99,pcq,10,Leandro Ferreira
268,Brazil,Pará,"Chaves, Marajó",CHAV_M,,-0.25,-49.65,1,single,10,Samuel Almeida
272,Brazil,Pará,Moju,MOJU_01,,-1.83,-48.63,1,single,10,Samuel Almeida
273,Brazil,Pará,Tapajos treatment,TAP_TR,,-2.85,-54.97,1,single,10,LBA Tapajos
274,Brazil,Pará,Tapajos control,TAP_CON,,-2.85,-54.97,1,single,10,LBA Tapajos
275,Brazil,Pará,Caxiuana Team Plot 1,TEC_01,,-1.71,-51.46,1,single,10,"Leandro Ferreira, Vitor Freitas, Hans ter Steege"
276,Brazil,Pará,Caxiuana Team Plot 2,TEC_02,,-1.73,-51.48,1,single,10,"Leandro Ferreira, Vitor Freitas, Hans ter Steege"
277,Brazil,Pará,Caxiuana Team Plot 3,TEC_03,,-1.73,-51.51,1,single,10,"Leandro Ferreira, Vitor Freitas, Hans ter Steege"
278,Brazil,Pará,Caxiuana Team Plot 4,TEC_04,,-1.75,-51.52,1,single,10,"Leandro Ferreira, Vitor Freitas, Hans ter Steege"
279,Brazil,Pará,Caxiuana Team Plot 5,TEC_05,,-1.78,-51.59,1,single,10,"Leandro Ferreira, Vitor Freitas, Hans ter Steege"
280,Brazil,Pará,Caxiuana Team Plot 6,TEC_06,,-1.72,-51.43,1,single,10,"Leandro Ferreira, Vitor Freitas, Hans ter Steege"
281,Ecuador,Orellana,"Yasuní, Jatun Cocha",YAS_JC,,-0.99,-75.45,1,single,10,"Carlos Cerón, Juan Ernesto Guevara"
285,Guyana,Cuyuni-Mazaruni,"24 Miles Reserve Bartica Potaro Road, plot 1",24MR_01,,6.15,-58.66,1,single,10,"Hans ter Steege, Olaf Bánki"
286,Guyana,Cuyuni-Mazaruni,"24 Miles Reserve Bartica Potaro Road, plot 2",24MR_02,,6.15,-58.66,1,single,10,"Hans ter Steege, Olaf Bánki"
287,Guyana,Cuyuni-Mazaruni,"24 Miles Reserve Bartica Potaro Road, plot 3",24MR_03,,6.15,-58.68,1,single,10,"Hans ter Steege, Olaf Bánki"
288,Guyana,Cuyuni-Mazaruni,"24 Miles Reserve Bartica Potaro Road, plot 4",24MR_04,,6.15,-58.68,1,single,10,"Hans ter Steege, Olaf Bánki"
289,Guyana,Upper Demerara-Berbice,"Mabura Hill Forest Reserve, MHFR 1 (FMH-03)",MHFR_01,,5.18,-58.7,1,single,10,"Hans ter Steege, Olaf Bánki"
290,Guyana,Upper Demerara-Berbice,"Mabura Hill Forest Reserve, MHFR 2",MHFR_02,,5.16,-58.71,1,single,10,"Hans ter Steege, Olaf Bánki"
291,Guyana,Upper Demerara-Berbice,"Mabura Hill Forest Reserve, MHFR 3",MHFR_03,,5.18,-58.7,1,single,10,"Hans ter Steege, Olaf Bánki"
292,Peru,Loreto,San Jacinto,S_JACIN,,-2.58,-76.12,1,single,10,Robin Foster
293,Peru,Loreto,Teniente Lopez,TEN_LOP,,-2.47,-75.78,1,single,10,Robin Foster
303,Suriname,Para,Simonskreek 1,SIMCR_01,,5.32,-54.94,1,single,10,"Hans ter Steege, Olaf Bánki"
304,Suriname,Para,Simonskreek 2,SIMCR_02,,5.32,-54.94,1,single,10,"Hans ter Steege, Olaf Bánki"
305,Suriname,Sipaliwini,Bitagron 1,BIT_01,,5.07,-56.21,1,single,10,"Hans ter Steege, Olaf Bánki"
306,Suriname,Sipaliwini,Bitagron 2,BIT_02,,5.08,-56.2,1,single,10,"Hans ter Steege, Olaf Bánki"
307,Suriname,Sipaliwini,Bitagron 3,BIT_03,,5.08,-56.2,1,single,10,"Hans ter Steege, Olaf Bánki"
308,Suriname,Sipaliwini,Bitagron 4,BIT_04,,5.09,-56.19,1,single,10,"Hans ter Steege, Olaf Bánki"
309,Suriname,Para,Alberga 1,AL_01,,5.34,-55.77,1,single,10,"Hans ter Steege, Olaf Bánki"
310,Suriname,Para,Alberga 2,AL_02,,5.34,-55.76,1,single,10,"Hans ter Steege, Olaf Bánki"
311,Suriname,Para,BSH 1,BSH_01,,5.14,-55.78,1,single,10,"Hans ter Steege, Olaf Bánki"
312,Suriname,Para,BSH 2,BSH_02,,5.15,-55.78,1,single,10,"Hans ter Steege, Olaf Bánki"
313,Suriname,Para,BSH 3,BSH_03,,5.15,-55.78,1,single,10,"Hans ter Steege, Olaf Bánki"
314,Suriname,Para,Goliath 1,GOL_01,,5.22,-55.65,1,single,10,"Hans ter Steege, Olaf Bánki"
315,Suriname,Sipaliwini,Nickeri rivier 1,NIR_01,,4.98,-57,1,single,10,"Hans ter Steege, Olaf Bánki"
316,Suriname,Sipaliwini,Nickeri rivier 2,NIR_02,,4.98,-57,1,single,10,"Hans ter Steege, Olaf Bánki"
317,Suriname,Sipaliwini,Nickeri rivier 3,NIR_03,,4.99,-57,1,single,10,"Hans ter Steege, Olaf Bánki"
318,Suriname,Sipaliwini,Nickeri rivier 4,NIR04,,5,-57,1,single,10,"Hans ter Steege, Olaf Bánki"
319,Suriname,Brokopondo,Brownsberg 9,BB_09S,,4.95,-55.19,1,single,10,"Hans ter Steege, Olaf Bánki"
320,Suriname,Sipaliwini,Lely Mts  01,LM_01P,,4.27,-54.75,1,single,10,"Hans ter Steege, Olaf Bánki"
321,Suriname,Sipaliwini,Lely Mts  02,LM_02P,,4.26,-54.74,1,single,10,"Hans ter Steege, Olaf Bánki"
322,Suriname,Sipaliwini,Lely Mts  03,LM_03P,,4.27,-54.74,1,single,10,"Hans ter Steege, Olaf Bánki"
323,Suriname,Sipaliwini,Lely Mts  04,LM_04M,,4.25,-54.73,1,single,10,"Hans ter Steege, Olaf Bánki"
324,Suriname,Sipaliwini,Lely Mts  05,LM_05S,,4.25,-54.73,1,single,10,"Hans ter Steege, Olaf Bánki"
325,Suriname,Sipaliwini,Lely Mts  06,LM_06L,,4.26,-54.78,1,single,10,"Hans ter Steege, Olaf Bánki"
326,Suriname,Sipaliwini,Lely Mts  07,LM_07L,,4.27,-54.78,1,single,10,"Hans ter Steege, Olaf Bánki"
327,Suriname,Sipaliwini,Lely Mts  08,LM_08M,,4.27,-54.75,1,single,10,"Hans ter Steege, Olaf Bánki"
331,Bolivia,Beni,Alto Ivon,A_IVO,,-11.75,-66.03,1,single,10,Brian Boom
335,Bolivia,Beni,Reserva El Tigre 05,RET_05,160,-10.97,-65.72,1,single,10,"Vincent Vos, Roel Brienen, Abel Monteagudo, Oliver Phillips"
336,Bolivia,Beni,Reserva El Tigre 06,RET_06,160,-10.97,-65.72,1,single,10,"Vincent Vos, Roel Brienen, Abel Monteagudo, Oliver Phillips"
337,Bolivia,Beni,Reserva El Tigre 08,RET_08,160,-10.97,-65.72,1,single,10,"Vincent Vos, Roel Brienen, Abel Monteagudo, Oliver Phillips"
338,Bolivia,Beni,Reserva El Tigre 09,RET_09,160,-10.97,-65.72,1,single,10,"Vincent Vos, Roel Brienen, Abel Monteagudo, Oliver Phillips"
341,Bolivia,Iturralde,Rio Beni,RBENI_FL,,-14.37,-67.55,1,single,10,Saara de Walt
342,Bolivia,Iturralde,Rio Beni (Tacana in Rainfor?),RBENI_TF,,-13.67,-68.2,1,single,10,Saara de Walt
350,Brazil,Acre,"Rio das Minas, Parque Nacional da Serra do Divisor",MIN_01,226,-8.57,-73.09,1,single,10,"Doug Daly, Marcos Silveira, Ted Feldpausch, Oliver Phillips"
351,Brazil,Acre,Rio Jurua,RJUR_01,,-7.63,-72.67,1,single,10,Neil Campbell
355,Brazil,Acre,"Marechal Thaumaturgo, Alto Rio Jurua",MTH_01,246,-9.08,-72.68,1,single,10,"Marcos Silveira, Doug Daly, Ted Feldpausch, Oliver Phillips"
356,Brazil,Acre,"Seringal Restauração, Alto Jurua",RST_01,279,-9.08,-72.68,1,single,10,"Marcos Silveira, Doug Daly, Ted Feldpausch, Oliver Phillips"
359,Brazil,Acre,"Seringal Dois Irmãos, REX Chico Mendes",DOI_01,203,-10.57,-68.32,1,single,10,"Marcos Silveira, Doug Daly"
360,Brazil,Acre,"Seringal Dois Irmãos, REX Chico Mendes",DOI_02,203,-10.55,-68.3,1,single,10,"Marcos Silveira, Doug Daly"
361,Brazil,Acre,"Seringal Porongaba, REX Chico Mendes",POR_01,268,-10.82,-68.77,1,single,10,"Marcos Silveira, Doug Daly, Ted Feldpausch, Oliver Phillips"
362,Brazil,Acre,"Seringal Porongaba, REX Chico Mendes",POR_02,268,-10.82,-68.77,1,single,10,"Marcos Silveira, Doug Daly, Ted Feldpausch, Oliver Phillips"
364,Brazil,Amapá,Serra do Navio,SERNAV1,,0.92,-52.02,1.1,single,15,William A. Rodrigues
365,Brazil,Amapá,Serra do Navio,SERNAV2,,0.92,-52.02,1.5,single,15,William A. Rodrigues
369,Brazil,Amazonas,Estrada da Varzea,EST_DAV,,-2.55,-58.37,1,single,9.55,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
371,Brazil,Amazonas,Japura,JAP_RB,,-2,-66,1,single,10,José Marcio Ayres
372,Brazil,Amazonas,Japura,JAP_IG,,-2,-66,1,single,10,José Marcio Ayres
373,Brazil,Amazonas,Japura,JAP_RA,,-2,-66,1,single,10,José Marcio Ayres
378,Brazil,Amazonas,Mare,MAE_01,,1.75,-61.25,1,single,10,William Milliken
379,Brazil,Amazonas,Rio Jurua - Jaraqui,JUR_01,,-4.84,-66.36,1,single,10,Antonio Sergio Lima da Silva
380,Brazil,Amazonas,Rio Jurua - Jurua 1,JUR_02,,-4.78,-66.25,1,single,10,Antonio Sergio Lima da Silva
381,Brazil,Amazonas,Rio Jurua - Munguba,JUR_03,,-4.96,-66.59,1,single,10,Antonio Sergio Lima da Silva
382,Brazil,Amazonas,Rio Jurua - Nej 1,JUR_04,,-4.67,-66.17,1,single,10,Antonio Sergio Lima da Silva
384,Brazil,Amazonas,"Rio Urucu (Aeroporto - ha1), AE",URU_AE,,-5,-65,1,single,10,"Iêda Amaral, Francisca Dionízia de Almeida Matos, Diógenes de Andrade Lima Filho"
385,Brazil,Amazonas,"Rio Urucu (Estacao de fluidos - ha3), EF",URU_EF,,-5,-65,1,single,10,"Iêda Amaral, Francisca Dionízia de Almeida Matos, Diógenes de Andrade Lima Filho"
386,Brazil,Amazonas,"Rio Urucu (RUC - 25 - ha2), R25",URU_RF25,,-5,-65,1,single,10,"Iêda Amaral, Francisca Dionízia de Almeida Matos, Diógenes de Andrade Lima Filho"
391,Brazil,Pará,Belem Mocambo Terra Firme,MOCAM_01,,-1.44,-48.35,1,single,10,G.A. Black
392,Brazil,Pará,"Rio  Guama, Igapo",RIOG_01,,-1.44,-48.44,1,single,10,G.A. Black
394,Brazil,Pará,Capitao Poco,CAP_POC,,-1.73,-47.15,1,single,9.55,Mario Dantas
395,Brazil,Pará,"3-alfa, Serra Norte Carajas area B",SER_03,,-6,-50.2,1,single,9.55,"Manoela F.F. Silva, Nelson A. Rosa"
396,Brazil,Pará,"Pojuca, Serra Norte Carajas area A",SER_02,,-6,-50.2,1,single,9.55,"Manoela F.F. Silva, Nelson A. Rosa"
398,Brazil,Pará,"Carajas, Serra Norte",SER_05,,-5.82,-50.5,1,single,10,Rafael Salomão
400,Brazil,Pará,Castanhal,CAST_01,,-1.33,-47.83,3.5,single,10,João Murça Pires
401,Brazil,Pará,Caxiuana 1,CAX93_01,,-1.74,-51.46,1,single,10,Samuel Almeida
402,Brazil,Pará,Caxiuana 2,CAX93_02,,-1.74,-51.46,1,single,10,Samuel Almeida
403,Brazil,Pará,Caxiuana 3,CAX93_03,,-1.72,-51.46,1,single,10,Samuel Almeida
404,Brazil,Pará,Caxiuana 4,CAX93_04,,-1.72,-51.46,1,single,10,Samuel Almeida
405,Brazil,Pará,CEPLAC,CEPLAC,,-1.37,-48.28,0.75,single,10,Jens Mackensen
407,Brazil,Amazonas,Ilha de Marchanteria,IDM_01,,-3.25,-58.97,0.9,single,5,Hans Klinge
415,Brazil,Pará,Maraba 1,MARAB_01,,-5.74,-49.06,1,single,9.55,Rafael Salomão
416,Brazil,Pará,Maraba 2,MARAB_02,,-5.74,-49.06,1,single,9.55,Rafael Salomão
417,Brazil,Pará,Maraba 3,MARAB_03,,-5.71,-49.04,1,single,9.55,Rafael Salomão
418,Brazil,Pará,Maraba 4,MARAB_04,,-5.71,-49.04,1,single,9.55,Rafael Salomão
419,Brazil,Pará,Maraba 5,MARAB_05,,-5.7,-49,1,single,9.55,Rafael Salomão
420,Brazil,Pará,Maraba 6,MARAB_06,,-5.7,-49,1,single,9.55,Rafael Salomão
421,Brazil,Maranhao,"near Urutawi village, Alto Turiacu, ha 4",MARAN_01,,-3.17,-45.1,1,single,10,William Balee
423,Brazil,Pará,"Pinkaiti 1, Castanhal",PINK_01,,-7.8,-51.96,1,single,10,"Cláudia Baider, Carlos Peres"
424,Brazil,Pará,"Pinkaiti 2, Towards Waterfall",PINK_02,,-7.8,-51.95,1,single,10,"Cláudia Baider, Carlos Peres"
425,Brazil,Pará,"Rio Gelado, Serra Norte Carajas",SER_01,,-6.33,-50.25,1,single,9.55,João Murça Pires
426,Brazil,Pará,"Posto Indigena Caninde, left bank Gurupi, ha 8",RGUR_01,,-2.9,-46.15,1,single,10,William Balee
427,Brazil,Pará,Rio Tapajos,RTAP_01,,-2.51,-54.96,1,single,5,Leandro Ferreira
428,Brazil,Pará,Rio Tapajos,RTAP_02,,-2.51,-54.96,1,single,5,Leandro Ferreira
429,Brazil,Pará,Rio Tapajos,RTAP_03,,-2.51,-54.96,1,single,5,Leandro Ferreira
430,Brazil,Pará,Xingu: Arawete,XIN_01,,-4.82,-52.52,1,single,10,William Balee
431,Brazil,Pará,Xingu: Asurini,XIN_02,,-4.82,-52.52,1,single,10,William Balee
432,Brazil,Pará,Rio Xingu,XIN_FL,,-3.48,-51.67,0.5,single,10,David Campbell
433,Brazil,Pará,Xingu: O Deserto 1,XIN_03,,-3.48,-51.67,1,single,10,David Campbell
436,Brazil,Rondônia,Jaru HI,JARU_01,,-9.63,-61.94,1,single,10,Lucia Absy
437,Brazil,Rondônia,Jaru HII,JARU_02,,-9.4,-62.03,1,single,10,Lucia Absy
438,Brazil,Rondônia,Jaru HIII,JARU_03,,-9.3,-61.88,1,single,10,Lucia Absy
439,Brazil,Rondônia,Jaru HIV,JARU_04,,-9.35,-61.87,1,single,10,Lucia Absy
440,Brazil,Rondônia,Jaru HV,JARU_05,,-9.33,-62.07,1,single,10,Lucia Absy
441,Brazil,Rondônia,Jaru HVI,JARU_06,,-9.38,-62.07,1,single,10,Lucia Absy
456,Brazil,Rondônia,"Ji-Parana, Br-364 Km 17",RON_01,,-11.28,-62.3,1,single,9.55,Rafael Salomão
457,Brazil,Rondônia,Rondonia RO 429 Km 15 c. Presidente Medici,RON_02,,-11.52,-62.58,1,single,9.55,Maciel and Lisboa 1989
470,Colombia,Caquetá,Araracuara M1,ARAR_M1,,-0.64,-72.07,1.8,single,10,Ana Catalina Londoño Vega
471,Colombia,Caquetá,Araracuara M2,ARAR_M2,,-0.61,-72.11,1.8,single,10,Ana Catalina Londoño Vega
474,Ecuador,Napo,Jatun Sacha 3,JAS_03,384,-1.08,-77.61,1,single,10,"David Neill, Oliver Phillips, Juan Ernesto Guevara, Oliver Phillips"
475,Ecuador,Napo,Jatun Sacha 4,JAS_04,430,-1.07,-77.62,1,single,10,"David Neill, Oliver Phillips, Juan Ernesto Guevara, Oliver Phillips"
476,Ecuador,Napo,Jatun Sacha 2,JAS_02,452,-1.07,-77.61,1,single,10,"David Neill, Oliver Phillips,  Carlos Cerón, Juan Ernesto Guevara, Oliver Phillips"
478,Ecuador,Napo,Shiripuno,SHR_01,,-1.02,-76.98,1,single,10,"Carlos Cerón, Nigel Pitman, Juan Ernesto Guevara"
479,Ecuador,Orellana,Anangu,ANN_01,,-0.53,-76.43,1,pcq,10,Henrik Balslev
480,Ecuador,Orellana,Anangu,ANN_02,,-0.53,-76.43,1,pcq,10,Henrik Balslev
482,Ecuador,Orellana,Bogi-01; BogiA,BOG_01,257,-0.7,-76.48,1,single,10,"Nigel Pitman, Anthony Di Fiore, Juan Ernesto Guevara, Oliver Phillips"
483,Ecuador,Orellana,Bogi-02; BogiB,BOG_02,284,-0.7,-76.47,1,single,10,"Nigel Pitman, Anthony Di Fiore, Juan Ernesto Guevara, Oliver Phillips"
484,Ecuador,Orellana,Bogi 3; BogiC,BOG_03,,-0.7,-76.47,1,single,10,"Nigel Pitman, Anthony Di Fiore, Juan Ernesto Guevara"
485,Ecuador,Orellana,Bogi 4; BogiD,BOG_04,,-0.7,-76.48,1,single,10,"Nigel Pitman, Anthony Di Fiore, Juan Ernesto Guevara"
486,Ecuador,Orellana,Bogi 5; BogiE,BOG_05,,-0.7,-76.48,1,single,10,"Nigel Pitman, Anthony Di Fiore, Juan Ernesto Guevara"
487,Ecuador,Orellana,Bogi 6,BOG_06,,-0.67,-76.43,1,single,10,"Nigel Pitman, Milton Aulestia, Juan Ernesto Guevara"
488,Ecuador,Orellana,Capiron,CAN_01,,-0.63,-76.47,1,single,10,"Nigel Pitman, Juan Ernesto Guevara"
489,Ecuador,Orellana,Dicamunpare 1,DICAM_01,,-0.57,-76.13,1,single,10,"Nigel Pitman, Juan Ernesto Guevara"
490,Ecuador,Orellana,Dicamunpare 2,DICAM_02,,-0.57,-76.13,1,single,10,"Carlos Cerón, Juan Ernesto Guevara"
491,Ecuador,Orellana,Dicaro 1,DICARO_01,,-0.57,-76.12,1,single,10,"Nigel Pitman, Juan Ernesto Guevara"
492,Ecuador,Orellana,Dicaro 2,DICARO_02,,-0.57,-76.12,1,single,10,"Nigel Pitman, Juan Ernesto Guevara"
493,Ecuador,Orellana,Dicaro 3,DICARO_03,,-1,-76.12,1,single,10,"Nigel Pitman, Juan Ernesto Guevara"
496,Ecuador,Orellana,Pirana,PIR_01,,-0.65,-76.45,1,single,10,"Nigel Pitman, Juan Ernesto Guevara"
498,Ecuador,Orellana,Shipati 1,SHI_01,250,-0.52,-76.53,1,single,10,"David Neill, Nigel Pitman, Juan Ernesto Guevara"
499,Ecuador,Orellana,Shipati 2,SHI_02,,-0.52,-76.53,1,single,10,"David Neill, Nigel Pitman, Juan Ernesto Guevara"
500,Ecuador,Orellana,Shipati 3,SHI_03,,-0.51,-76.53,1,single,10,"David Neill, Nigel Pitman, Juan Ernesto Guevara"
501,Ecuador,Orellana,Tiputini 1,TIP_01,250,-0.38,-76.23,1,single,10,"Nigel Pitman, Juan Ernesto Guevara, Oliver Phillips"
502,Ecuador,Orellana,Tiputini 2,TIP_02,243,-0.63,-76.15,1,single,10,"Nigel Pitman, Juan Ernesto Guevara, Oliver Phillips"
503,Ecuador,Orellana,Tiputini 3,TIP_03,221,-0.38,-76.23,1,single,10,"Nigel Pitman, Juan Ernesto Guevara, Oliver Phillips"
504,Ecuador,Orellana,Tiputini 4a,TIP_04,,-0.61,-75.53,1,single,10,"Nigel Pitman, Juan Ernesto Guevara"
506,Ecuador,Orellana,Tiputini 5,TIP_05,240,-0.63,-76.15,1,single,10,"Nigel Pitman, Juan Ernesto Guevara, Oliver Phillips"
507,Ecuador,Orellana,Yasuní,YASUNI_JG,,-0.55,-76.08,1,single,10,"Nigel Pitman, Juan Ernesto Guevara"
508,French Guiana,Régina,"Nouragues, plot 1",NOU1,,4.09,-52.68,1,single,10,"Daniel Sabatier, Jean-François Molino"
509,French Guiana,Régina,"Nouragues, plot 2",NOU2,,4.09,-52.68,1,single,10,"Daniel Sabatier, Jean-François Molino"
510,French Guiana,Régina,"Nouragues, plot 3",NOU3,,4.09,-52.67,1,single,10,"Daniel Sabatier, Jean-François Molino"
511,French Guiana,Régina,"Nouragues, plot 4",NOU4,,4.08,-52.67,1,single,10,"Daniel Sabatier, Jean-François Molino"
512,French Guiana,Régina,"Nouragues, plot 5",NOU5,,4.09,-52.69,0.8,single,10,"Daniel Sabatier, Jean-François Molino"
514,French Guiana,Régina,"Nouragues, plot 7",NOU7,,4.08,-52.68,1,single,10,"Daniel Sabatier, Jean-François Molino"
515,French Guiana,Régina,"Nouragues, plot 8",NOU8,,4.08,-52.68,1,single,10,"Daniel Sabatier, Jean-François Molino"
516,French Guiana,Maripasoula,"Rivière Inini, plot 1",INI1,,3.56,-53.83,1,single,10,"Daniel Sabatier, Jean-François Molino"
517,French Guiana,Maripasoula,"Rivière Inini, plot 2",INI2,,3.56,-53.83,1,single,10,"Daniel Sabatier, Jean-François Molino"
518,French Guiana,St Laurent du Maroni,"Saul, Antenne Nord",ANR,,3.63,-53.2,0.646,pcq,10,Scott Mori
519,French Guiana,Sinnamary,Piste de St Elie 9B,PSE9B,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
520,French Guiana,Sinnamary,Piste de St Elie 10B,PSE10B,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
521,French Guiana,Sinnamary,Piste de St Elie 1B,PSE1B,,5.3,-53.05,1,single,10,"Daniel Sabatier, Jean-François Molino"
522,French Guiana,Sinnamary,Piste de St Elie 2C,PSE2C,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
523,French Guiana,Sinnamary,Piste de St Elie 3C,PSE3C,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
524,French Guiana,Sinnamary,Piste de St Elie 4B,PSE4B,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
525,French Guiana,Sinnamary,Piste de St Elie 5B,PSE5B,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
526,French Guiana,Sinnamary,Piste de St Elie 6B,PSE6B,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
527,French Guiana,Sinnamary,Piste de St Elie 6F,PSE6F,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
528,French Guiana,Sinnamary,Piste de St Elie 6G,PSE6G,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
529,French Guiana,Sinnamary,Piste de St Elie 6H,PSE6H,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
530,French Guiana,Sinnamary,Piste de St Elie 6I,PSE6I,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
531,French Guiana,Sinnamary,Piste de St Elie 6J,PSE6J,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
532,French Guiana,Sinnamary,Piste de St Elie 7B,PSE7B,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
533,French Guiana,Sinnamary,Piste de St Elie 8B,PSE8B,,5.3,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
534,French Guiana,Sinnamary,Piste de St Elie IV,PSEIV,,5.29,-53.06,1,single,10,"Daniel Sabatier, Jean-François Molino"
535,French Guiana,Camopi,"Rivière Camopi, crique Cacao, plot 1",CAM1,,2.36,-53.19,1,single,10,"Daniel Sabatier, Jean-François Molino"
536,French Guiana,St Laurent du Maroni,"St Laurent, BAFOG Plot 1",BAFOG_01,,5.5,-54,4,single,10,Gazel
537,French Guiana,St Laurent du Maroni,"St Laurent, BAFOG Plot 2",BAFOG_02,,5.5,-54,4,single,10,Gazel
538,Guyana,Upper Demerara-Berbice,Kwakwani,KWAK_01,,5.5,-58,1,single,10,James Comieskey
539,Guyana,Upper Demerara-Berbice,Kwakwani,KWAK_02,,5.5,-58,1,single,10,James Comieskey
540,Guyana,Demerara-Mahaica,St. Cuthberts,ST_CUTH,,6.37,-58.08,1,single,10,Charlie Ramdass
541,Guyana,Potaro-Siparuni,"Ireng R, D1",D1,,5.08,-59.98,1,single,10,Terry Henkel
542,Guyana,Potaro-Siparuni,"Ireng R, D2",D2,,5.08,-59.98,1,single,10,Terry Henkel
543,Guyana,Barima-Waini,Barima R. 35m above Morawhanna,BARR,,7.83,-59.69,1.486,single,10,D.B. Fanshawe
544,Guyana,Barima-Waini,Kaituma R. 12 m from mouth,KAIRIV,,8.16,-59.68,1.486,single,10,D.B. Fanshawe
545,Guyana,Barima-Waini,Moruca Indian Reservation Alexa faciation,MORU_IR,,7.65,-59.23,2.1,single,10,D.B. Fanshawe
546,Guyana,Barima-Waini,"Assakata river, Euterpe swamp",NWG_01,,7.73,-59.07,1,single,10,Tinde van Andel
547,Guyana,Barima-Waini,"Kariako, Barama River, Mora swamp",NWG_02,,7.38,-59.72,1,single,10,Tinde van Andel
548,Guyana,Barima-Waini,"Kariako, Barama River mixed primary forest",NWG_03,,7.4,-59.73,1,single,10,Tinde van Andel
549,Guyana,Barima-Waini,"Santa Rosa, Moruca River Quackal swamp",NWG_04,,7.68,-58.92,1,single,10,Tinde van Andel
550,Guyana,Barima-Waini,"Santa Rosa, Moruca River Kabrora, mixed primary forest",NWG_05,,7.6,-58.95,1,single,10,Tinde van Andel
551,Guyana,Potaro-Siparuni,"Potaro River, D3",D3,,5.37,-59.97,1,single,10,Terry Henkel
